timestamp,source_ip,destination_ip,protocol,port,packet_size,flag,label
2024-01-01 01:44:40+00:00,192.168.1.29,10.0.0.9,TCP,80,1362,ACK,benign
2024-01-02 00:04:44+00:00,45.33.2.1,192.168.1.10,TCP,22,188,failed,brute_force
2024-01-01 01:35:20+00:00,192.168.1.36,10.0.0.11,TCP,443,1437,ACK,benign
2024-01-02 00:04:07+00:00,45.33.4.3,192.168.1.10,TCP,22,187,failed,brute_force
2024-01-03 00:00:45+00:00,203.0.113.5,192.168.1.1,TCP,90,74,SYN,scan
2024-01-01 01:15:00+00:00,192.168.1.19,10.0.0.10,TCP,53,1443,ACK,benign
2024-01-04 00:00:28.900000+00:00,113.94.227.48,192.168.1.100,UDP,443,66,SYN,ddos
2024-01-03 00:02:30+00:00,198.51.100.7,192.168.1.1,TCP,199,74,SYN,scan
2024-01-03 00:00:44+00:00,198.51.100.7,192.168.1.1,TCP,797,67,RST,scan
2024-01-01 00:42:20+00:00,192.168.1.32,10.0.0.6,TCP,443,919,SYN-ACK,benign
2024-01-01 00:20:40+00:00,192.168.1.37,10.0.0.15,TCP,443,910,ACK,benign
2024-01-06 00:08:30+00:00,192.168.1.88,198.51.100.55,TCP,8443,8016,ACK,data_exfiltration
2024-01-01 00:41:50+00:00,192.168.1.3,10.0.0.5,UDP,443,1203,FIN,benign
2024-01-01 01:37:30+00:00,192.168.1.25,10.0.0.2,TCP,443,1148,ACK,benign
2024-01-04 00:00:24.800000+00:00,97.140.34.199,192.168.1.100,TCP,443,66,UDP_FLOOD,ddos
2024-01-02 00:02:44+00:00,45.33.1.3,192.168.1.10,TCP,22,189,login_failed,brute_force
2024-01-01 01:24:30+00:00,192.168.1.10,10.0.0.1,HTTPS,443,1207,FIN,benign
2024-01-02 00:03:49+00:00,45.33.1.2,192.168.1.10,TCP,22,200,auth_fail,brute_force
2024-01-01 00:11:40+00:00,192.168.1.44,10.0.0.2,TCP,443,1179,ACK,benign
2024-01-04 00:00:28.800000+00:00,67.239.115.63,192.168.1.100,TCP,443,63,SYN,ddos
2024-01-04 00:00:21.200000+00:00,221.208.182.46,192.168.1.100,TCP,80,63,UDP_FLOOD,ddos
2024-01-01 00:41:10+00:00,192.168.1.20,10.0.0.6,UDP,80,1227,SYN-ACK,benign
2024-01-04 00:00:13+00:00,236.183.200.101,192.168.1.100,TCP,443,65,SYN,ddos
2024-01-01 00:35:20+00:00,192.168.1.17,10.0.0.11,TCP,443,1052,PSH,benign
2024-01-02 00:04:09+00:00,45.33.3.2,192.168.1.10,TCP,22,208,failed,brute_force
2024-01-05 01:31:00+00:00,192.168.1.55,185.220.101.5,TCP,8443,267,ACK,c2
2024-01-03 00:02:07+00:00,203.0.113.5,192.168.1.1,TCP,63,71,SYN,scan
2024-01-05 00:46:00+00:00,192.168.1.66,194.165.16.5,TCP,4444,248,ACK,c2
2024-01-03 00:01:36+00:00,203.0.113.5,192.168.1.1,TCP,694,52,RST,scan
2024-01-01 01:00:10+00:00,192.168.1.37,10.0.0.19,UDP,443,1231,FIN,benign
2024-01-04 00:00:15.300000+00:00,115.121.141.65,192.168.1.100,ICMP,80,60,SYN,ddos
2024-01-02 00:00:18+00:00,45.33.1.3,192.168.1.20,TCP,22,214,failed,brute_force
2024-01-04 00:00:30.100000+00:00,79.90.200.51,192.168.1.100,UDP,80,65,SYN,ddos
2024-01-03 00:00:49.500000+00:00,198.51.100.7,192.168.1.1,TCP,108,68,SYN,scan
2024-01-06 00:13:30+00:00,192.168.1.88,203.0.113.99,TCP,443,7674,PSH,data_exfiltration
2024-01-06 00:01:50+00:00,192.168.1.88,203.0.113.99,TCP,443,8480,PSH,data_exfiltration
2024-01-02 00:05:27+00:00,45.33.1.2,192.168.1.20,TCP,22,208,failed,brute_force
2024-01-04 00:00:19.200000+00:00,252.106.125.113,192.168.1.100,UDP,443,70,SYN,ddos
2024-01-01 00:18:30+00:00,192.168.1.42,10.0.0.8,TCP,8080,1248,PSH,benign
2024-01-04 00:00:16.700000+00:00,58.93.192.251,192.168.1.100,TCP,80,66,SYN,ddos
2024-01-04 00:00:13.300000+00:00,237.147.224.155,192.168.1.100,UDP,443,59,SYN,ddos
2024-01-01 01:03:50+00:00,192.168.1.47,10.0.0.5,UDP,80,983,SYN-ACK,benign
2024-01-04 00:00:07.500000+00:00,141.69.4.220,192.168.1.100,UDP,443,63,SYN,ddos
2024-01-03 00:00:32+00:00,203.0.113.5,192.168.1.1,TCP,741,60,SYN,scan
2024-01-02 00:01:35+00:00,45.33.2.2,192.168.1.10,TCP,22,218,auth_fail,brute_force
2024-01-01 00:54:00+00:00,192.168.1.3,10.0.0.2,UDP,443,1278,ACK,benign
2024-01-04 00:00:30.300000+00:00,198.246.227.106,192.168.1.100,UDP,80,62,SYN,ddos
2024-01-02 00:02:07+00:00,45.33.3.1,192.168.1.10,TCP,22,216,login_failed,brute_force
2024-01-01 01:01:20+00:00,192.168.1.33,10.0.0.19,TCP,443,1183,ACK,benign
2024-01-05 02:49:00+00:00,192.168.1.66,185.220.101.5,TCP,4444,252,PSH,c2
2024-01-01 00:11:30+00:00,192.168.1.26,10.0.0.15,TCP,443,1104,SYN-ACK,benign
2024-01-02 00:03:17+00:00,45.33.3.2,192.168.1.20,TCP,22,210,auth_fail,brute_force
2024-01-04 00:00:16.300000+00:00,35.77.180.159,192.168.1.100,UDP,80,59,UDP_FLOOD,ddos
2024-01-04 00:00:23.500000+00:00,200.240.146.180,192.168.1.100,UDP,443,61,SYN,ddos
2024-01-05 00:41:00+00:00,192.168.1.66,194.165.16.5,TCP,4444,260,ACK,c2
2024-01-04 00:00:15.400000+00:00,20.57.239.46,192.168.1.100,UDP,80,69,UDP_FLOOD,ddos
2024-01-05 02:28:00+00:00,192.168.1.55,185.220.101.5,TCP,8443,263,PSH,c2
2024-01-01 01:19:40+00:00,192.168.1.16,10.0.0.13,TCP,443,1416,SYN-ACK,benign
2024-01-01 00:46:50+00:00,192.168.1.37,10.0.0.6,TCP,8080,973,ACK,benign
2024-01-04 00:00:32.700000+00:00,126.97.24.14,192.168.1.100,UDP,443,62,UDP_FLOOD,ddos
2024-01-04 00:00:23.600000+00:00,176.171.39.177,192.168.1.100,UDP,80,66,UDP_FLOOD,ddos
2024-01-05 01:19:00+00:00,192.168.1.66,185.220.101.5,TCP,4444,252,PSH,c2
2024-01-01 00:35:00+00:00,192.168.1.37,10.0.0.15,UDP,53,968,ACK,benign
2024-01-01 00:49:30+00:00,192.168.1.36,10.0.0.1,TCP,80,1238,ACK,benign
2024-01-06 00:04:55+00:00,192.168.1.88,203.0.113.99,TCP,8443,7342,PSH,data_exfiltration
2024-01-06 00:00:40+00:00,192.168.1.88,203.0.113.99,TCP,8443,7462,PSH,data_exfiltration
2024-01-01 01:48:30+00:00,192.168.1.19,10.0.0.12,TCP,22,1101,ACK,benign
2024-01-03 00:02:01.500000+00:00,198.51.100.7,192.168.1.1,TCP,610,77,SYN,scan
2024-01-04 00:00:18.200000+00:00,122.107.54.133,192.168.1.100,ICMP,80,67,SYN,ddos
2024-01-06 00:08:50+00:00,192.168.1.88,203.0.113.99,TCP,443,7436,PSH,data_exfiltration
2024-01-02 00:04:16+00:00,45.33.1.2,192.168.1.20,TCP,22,192,failed,brute_force
2024-01-03 00:00:01.500000+00:00,203.0.113.5,192.168.1.1,TCP,1017,63,SYN,scan
2024-01-01 01:11:30+00:00,192.168.1.15,10.0.0.8,TCP,80,1288,ACK,benign
2024-01-04 00:00:05+00:00,82.110.146.37,192.168.1.100,TCP,80,59,SYN,ddos
2024-01-01 00:39:50+00:00,192.168.1.48,10.0.0.8,UDP,8080,1036,FIN,benign
2024-01-02 00:03:39+00:00,45.33.2.3,192.168.1.20,TCP,22,205,failed,brute_force
2024-01-01 01:43:20+00:00,192.168.1.45,10.0.0.15,HTTPS,80,1230,PSH,benign
2024-01-01 00:42:40+00:00,192.168.1.41,10.0.0.4,TCP,443,1447,PSH,benign
2024-01-01 01:41:50+00:00,192.168.1.5,10.0.0.17,TCP,22,1139,ACK,benign
2024-01-01 01:30:40+00:00,192.168.1.35,10.0.0.5,TCP,53,1504,ACK,benign
2024-01-02 00:01:51+00:00,45.33.2.4,192.168.1.20,TCP,22,183,failed,brute_force
2024-01-04 00:00:09.900000+00:00,53.200.132.219,192.168.1.100,TCP,443,62,SYN,ddos
2024-01-03 00:00:25.500000+00:00,198.51.100.7,192.168.1.1,TCP,194,48,SYN,scan
2024-01-05 02:19:00+00:00,192.168.1.66,194.165.16.5,TCP,1337,238,ACK,c2
2024-01-02 00:01:39+00:00,45.33.2.1,192.168.1.10,TCP,22,184,login_failed,brute_force
2024-01-01 01:03:40+00:00,192.168.1.32,10.0.0.10,TCP,8080,1060,FIN,benign
2024-01-03 00:00:56.500000+00:00,198.51.100.7,192.168.1.1,TCP,204,58,SYN,scan
2024-01-02 00:05:13+00:00,45.33.4.1,192.168.1.10,TCP,22,223,failed,brute_force
2024-01-01 00:58:40+00:00,192.168.1.17,10.0.0.15,HTTPS,443,1159,ACK,benign
2024-01-04 00:00:28.500000+00:00,113.91.141.33,192.168.1.100,UDP,80,66,SYN,ddos
2024-01-06 00:00:00+00:00,192.168.1.88,198.51.100.55,TCP,8443,8898,PSH,data_exfiltration
2024-01-03 00:00:23+00:00,203.0.113.5,192.168.1.1,TCP,906,46,SYN,scan
2024-01-03 00:00:58.500000+00:00,198.51.100.7,192.168.1.1,TCP,254,54,RST,scan
2024-01-01 01:22:20+00:00,192.168.1.48,10.0.0.18,TCP,80,721,ACK,benign
2024-01-01 01:05:30+00:00,192.168.1.33,10.0.0.5,TCP,443,886,ACK,benign
2024-01-04 00:00:22.600000+00:00,187.62.59.177,192.168.1.100,TCP,80,64,SYN,ddos
2024-01-01 01:17:20+00:00,192.168.1.32,10.0.0.6,TCP,80,1560,ACK,benign
2024-01-02 00:03:46+00:00,45.33.3.4,192.168.1.20,TCP,22,155,SYN,brute_force
2024-01-03 00:01:41.500000+00:00,203.0.113.5,192.168.1.1,TCP,365,68,SYN,scan
2024-01-01 01:01:00+00:00,192.168.1.31,10.0.0.3,TCP,443,1205,SYN-ACK,benign
2024-01-06 00:05:40+00:00,192.168.1.88,198.51.100.55,TCP,8443,7971,ACK,data_exfiltration
2024-01-06 00:04:00+00:00,192.168.1.88,203.0.113.99,TCP,443,8413,ACK,data_exfiltration
2024-01-02 00:01:24+00:00,45.33.2.4,192.168.1.10,TCP,22,183,failed,brute_force
2024-01-01 01:28:10+00:00,192.168.1.37,10.0.0.14,UDP,443,1026,FIN,benign
2024-01-02 00:02:22+00:00,45.33.1.4,192.168.1.10,TCP,22,225,failed,brute_force
2024-01-03 00:01:56.500000+00:00,203.0.113.5,192.168.1.1,TCP,1014,67,SYN,scan
2024-01-06 00:12:45+00:00,192.168.1.88,203.0.113.99,TCP,8443,8365,PSH,data_exfiltration
2024-01-06 00:06:40+00:00,192.168.1.88,203.0.113.99,TCP,443,7111,PSH,data_exfiltration
2024-01-05 00:49:00+00:00,192.168.1.55,194.165.16.5,TCP,4444,248,ACK,c2
2024-01-04 00:00:22.400000+00:00,59.138.99.84,192.168.1.100,UDP,80,57,SYN,ddos
2024-01-03 00:02:41.500000+00:00,198.51.100.7,192.168.1.1,TCP,697,63,SYN,scan
2024-01-01 00:51:00+00:00,192.168.1.29,10.0.0.8,HTTPS,80,745,ACK,benign
2024-01-05 00:16:00+00:00,192.168.1.66,194.165.16.5,TCP,8443,247,PSH,c2
2024-01-02 00:03:22+00:00,45.33.2.3,192.168.1.20,TCP,22,212,SYN,brute_force
2024-01-04 00:00:24.600000+00:00,141.23.83.234,192.168.1.100,UDP,443,63,SYN,ddos
2024-01-01 01:28:20+00:00,192.168.1.12,10.0.0.16,TCP,443,1062,SYN-ACK,benign
2024-01-01 01:49:00+00:00,192.168.1.45,10.0.0.10,TCP,80,1227,ACK,benign
2024-01-03 00:02:14.500000+00:00,198.51.100.7,192.168.1.1,TCP,336,60,SYN,scan
2024-01-01 00:38:50+00:00,192.168.1.24,10.0.0.18,HTTPS,443,1351,ACK,benign
2024-01-01 00:20:00+00:00,192.168.1.33,10.0.0.12,HTTPS,443,1197,ACK,benign
2024-01-05 00:47:00+00:00,192.168.1.55,185.220.101.5,TCP,1337,252,PSH,c2
2024-01-02 00:04:49+00:00,45.33.2.2,192.168.1.10,TCP,22,163,failed,brute_force
2024-01-01 01:42:50+00:00,192.168.1.23,10.0.0.5,TCP,80,1241,ACK,benign
2024-01-03 00:01:34+00:00,203.0.113.5,192.168.1.1,TCP,524,44,SYN,scan
2024-01-01 00:51:10+00:00,192.168.1.18,10.0.0.2,TCP,80,1012,ACK,benign
2024-01-01 00:22:30+00:00,192.168.1.14,10.0.0.18,TCP,80,1498,FIN,benign
2024-01-01 01:32:20+00:00,192.168.1.41,10.0.0.2,TCP,80,1071,FIN,benign
2024-01-05 00:23:00+00:00,192.168.1.66,194.165.16.5,TCP,8443,269,PSH,c2
2024-01-01 01:37:10+00:00,192.168.1.13,10.0.0.9,UDP,80,1539,SYN-ACK,benign
2024-01-04 00:00:32+00:00,43.154.71.166,192.168.1.100,UDP,80,70,SYN,ddos
2024-01-02 00:00:10+00:00,45.33.4.2,192.168.1.10,TCP,22,181,failed,brute_force
2024-01-02 00:02:54+00:00,45.33.3.1,192.168.1.20,TCP,22,202,failed,brute_force
2024-01-01 00:18:10+00:00,192.168.1.33,10.0.0.1,TCP,53,1086,ACK,benign
2024-01-03 00:01:27+00:00,198.51.100.7,192.168.1.1,TCP,336,73,SYN,scan
2024-01-06 00:11:10+00:00,192.168.1.88,203.0.113.99,TCP,443,7136,ACK,data_exfiltration
2024-01-04 00:00:14.400000+00:00,163.49.46.38,192.168.1.100,TCP,80,65,SYN,ddos
2024-01-05 01:18:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,256,ACK,c2
2024-01-03 00:02:06+00:00,203.0.113.5,192.168.1.1,TCP,931,62,RST,scan
2024-01-01 00:35:10+00:00,192.168.1.49,10.0.0.14,UDP,8080,1213,PSH,benign
2024-01-05 01:57:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,240,PSH,c2
2024-01-03 00:01:05+00:00,198.51.100.7,192.168.1.1,TCP,693,71,RST,scan
2024-01-02 00:00:19+00:00,45.33.4.3,192.168.1.10,TCP,22,228,SYN,brute_force
2024-01-06 00:10:25+00:00,192.168.1.88,203.0.113.99,TCP,8443,8006,PSH,data_exfiltration
2024-01-06 00:01:05+00:00,192.168.1.88,198.51.100.55,TCP,8443,8439,ACK,data_exfiltration
2024-01-01 01:08:30+00:00,192.168.1.46,10.0.0.15,TCP,53,1162,ACK,benign
2024-01-04 00:00:00.400000+00:00,242.116.76.205,192.168.1.100,UDP,80,61,UDP_FLOOD,ddos
2024-01-02 00:02:02+00:00,45.33.1.2,192.168.1.10,TCP,22,203,login_failed,brute_force
2024-01-04 00:00:02.500000+00:00,189.182.17.19,192.168.1.100,UDP,80,59,SYN,ddos
2024-01-02 00:03:34+00:00,45.33.3.3,192.168.1.20,TCP,22,188,failed,brute_force
2024-01-05 00:02:00+00:00,192.168.1.66,185.220.101.5,TCP,4444,261,PSH,c2
2024-01-03 00:02:24+00:00,203.0.113.5,192.168.1.1,TCP,935,66,RST,scan
2024-01-02 00:02:05+00:00,45.33.3.2,192.168.1.10,TCP,22,198,login_failed,brute_force
2024-01-05 02:48:00+00:00,192.168.1.55,194.165.16.5,TCP,4444,248,PSH,c2
2024-01-03 00:01:44+00:00,198.51.100.7,192.168.1.1,TCP,42,64,SYN,scan
2024-01-02 00:02:27+00:00,45.33.1.3,192.168.1.10,TCP,22,234,login_failed,brute_force
2024-01-02 00:00:52+00:00,45.33.4.4,192.168.1.20,TCP,22,215,failed,brute_force
2024-01-06 00:13:45+00:00,192.168.1.88,198.51.100.55,TCP,8443,8069,PSH,data_exfiltration
2024-01-05 00:09:00+00:00,192.168.1.66,194.165.16.5,TCP,1337,262,PSH,c2
2024-01-03 00:01:40+00:00,198.51.100.7,192.168.1.1,TCP,845,59,SYN,scan
2024-01-03 00:01:57.500000+00:00,203.0.113.5,192.168.1.1,TCP,863,73,RST,scan
2024-01-01 01:40:20+00:00,192.168.1.12,10.0.0.11,TCP,443,1513,ACK,benign
2024-01-01 00:45:00+00:00,192.168.1.35,10.0.0.17,TCP,443,1415,ACK,benign
2024-01-04 00:00:06.400000+00:00,248.194.123.136,192.168.1.100,UDP,443,56,SYN,ddos
2024-01-01 00:38:30+00:00,192.168.1.17,10.0.0.9,UDP,443,1388,FIN,benign
2024-01-01 00:08:10+00:00,192.168.1.2,10.0.0.12,HTTPS,8080,1496,ACK,benign
2024-01-01 01:17:00+00:00,192.168.1.47,10.0.0.19,TCP,443,1080,ACK,benign
2024-01-03 00:00:57.500000+00:00,203.0.113.5,192.168.1.1,TCP,151,66,SYN,scan
2024-01-02 00:03:15+00:00,45.33.3.2,192.168.1.10,TCP,22,193,login_failed,brute_force
2024-01-02 00:00:33+00:00,45.33.3.4,192.168.1.20,TCP,22,174,failed,brute_force
2024-01-04 00:00:23.100000+00:00,232.104.182.204,192.168.1.100,UDP,80,58,SYN,ddos
2024-01-06 00:03:55+00:00,192.168.1.88,203.0.113.99,TCP,443,7970,ACK,data_exfiltration
2024-01-01 01:27:40+00:00,192.168.1.33,10.0.0.16,TCP,443,1449,PSH,benign
2024-01-01 00:28:50+00:00,192.168.1.28,10.0.0.18,UDP,80,1321,SYN-ACK,benign
2024-01-02 00:01:00+00:00,45.33.3.4,192.168.1.20,TCP,22,204,failed,brute_force
2024-01-01 01:09:00+00:00,192.168.1.12,10.0.0.12,TCP,443,1309,SYN-ACK,benign
2024-01-01 00:39:30+00:00,192.168.1.22,10.0.0.2,HTTPS,443,934,FIN,benign
2024-01-04 00:00:15.200000+00:00,197.10.6.248,192.168.1.100,UDP,443,57,SYN,ddos
2024-01-04 00:00:01.500000+00:00,55.16.227.218,192.168.1.100,TCP,443,63,UDP_FLOOD,ddos
2024-01-03 00:00:36.500000+00:00,203.0.113.5,192.168.1.1,TCP,140,60,RST,scan
2024-01-01 00:03:50+00:00,192.168.1.21,10.0.0.6,HTTPS,22,1051,FIN,benign
2024-01-05 01:56:00+00:00,192.168.1.55,185.220.101.5,TCP,1337,253,ACK,c2
2024-01-01 00:10:30+00:00,192.168.1.2,10.0.0.14,TCP,443,1454,SYN-ACK,benign
2024-01-01 00:48:10+00:00,192.168.1.3,10.0.0.14,TCP,443,1191,SYN-ACK,benign
2024-01-01 00:31:20+00:00,192.168.1.39,10.0.0.13,TCP,53,1144,SYN-ACK,benign
2024-01-02 00:00:41+00:00,45.33.1.2,192.168.1.10,TCP,22,225,failed,brute_force
2024-01-05 02:44:00+00:00,192.168.1.66,194.165.16.5,TCP,1337,240,ACK,c2
2024-01-03 00:01:13.500000+00:00,198.51.100.7,192.168.1.1,TCP,710,57,SYN,scan
2024-01-01 00:59:00+00:00,192.168.1.28,10.0.0.17,TCP,53,1289,ACK,benign
2024-01-01 01:09:20+00:00,192.168.1.15,10.0.0.8,HTTPS,8080,1038,SYN-ACK,benign
2024-01-03 00:02:07.500000+00:00,198.51.100.7,192.168.1.1,TCP,633,63,SYN,scan
2024-01-02 00:04:30+00:00,45.33.2.4,192.168.1.10,TCP,22,217,auth_fail,brute_force
2024-01-01 00:32:40+00:00,192.168.1.44,10.0.0.1,TCP,8080,1029,SYN-ACK,benign
2024-01-01 01:36:30+00:00,192.168.1.32,10.0.0.6,TCP,443,1255,SYN-ACK,benign
2024-01-03 00:01:12+00:00,198.51.100.7,192.168.1.1,TCP,752,72,SYN,scan
2024-01-05 02:43:00+00:00,192.168.1.66,194.165.16.5,TCP,8443,260,ACK,c2
2024-01-06 00:09:05+00:00,192.168.1.88,203.0.113.99,TCP,8443,7317,ACK,data_exfiltration
2024-01-01 01:12:10+00:00,192.168.1.8,10.0.0.19,TCP,443,1126,SYN-ACK,benign
2024-01-01 00:16:40+00:00,192.168.1.1,10.0.0.17,HTTPS,443,1158,FIN,benign
2024-01-05 00:04:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,256,ACK,c2
2024-01-01 01:05:40+00:00,192.168.1.9,10.0.0.15,TCP,443,931,ACK,benign
2024-01-06 00:09:25+00:00,192.168.1.88,203.0.113.99,TCP,8443,8802,PSH,data_exfiltration
2024-01-01 00:36:40+00:00,192.168.1.33,10.0.0.5,HTTPS,8080,1391,ACK,benign
2024-01-05 00:25:00+00:00,192.168.1.55,194.165.16.5,TCP,8443,246,ACK,c2
2024-01-04 00:00:17.700000+00:00,33.20.170.140,192.168.1.100,TCP,443,63,SYN,ddos
2024-01-05 02:14:00+00:00,192.168.1.55,185.220.101.5,TCP,4444,243,PSH,c2
2024-01-01 00:57:20+00:00,192.168.1.47,10.0.0.8,TCP,8080,1094,FIN,benign
2024-01-03 00:00:18.500000+00:00,198.51.100.7,192.168.1.1,TCP,402,90,SYN,scan
2024-01-02 00:03:48+00:00,45.33.3.2,192.168.1.20,TCP,22,203,auth_fail,brute_force
2024-01-04 00:00:03+00:00,218.189.253.222,192.168.1.100,TCP,443,71,UDP_FLOOD,ddos
2024-01-01 01:32:00+00:00,192.168.1.26,10.0.0.6,TCP,80,1502,ACK,benign
2024-01-02 00:01:23+00:00,45.33.2.3,192.168.1.10,TCP,22,229,auth_fail,brute_force
2024-01-04 00:00:22.100000+00:00,189.131.251.166,192.168.1.100,UDP,443,65,SYN,ddos
2024-01-01 01:29:40+00:00,192.168.1.29,10.0.0.19,TCP,80,1308,FIN,benign
2024-01-02 00:04:06+00:00,45.33.4.3,192.168.1.10,TCP,22,224,failed,brute_force
2024-01-04 00:00:07.400000+00:00,236.224.50.151,192.168.1.100,TCP,80,68,SYN,ddos
2024-01-01 00:19:10+00:00,192.168.1.7,10.0.0.2,TCP,80,1256,ACK,benign
2024-01-02 00:02:49+00:00,45.33.4.2,192.168.1.10,TCP,22,193,login_failed,brute_force
2024-01-06 00:09:20+00:00,192.168.1.88,198.51.100.55,TCP,8443,7508,ACK,data_exfiltration
2024-01-02 00:02:28+00:00,45.33.2.1,192.168.1.10,TCP,22,201,failed,brute_force
2024-01-03 00:02:40+00:00,203.0.113.5,192.168.1.1,TCP,380,72,SYN,scan
2024-01-03 00:00:07+00:00,203.0.113.5,192.168.1.1,TCP,180,54,SYN,scan
2024-01-01 00:50:50+00:00,192.168.1.25,10.0.0.13,TCP,80,1335,ACK,benign
2024-01-03 00:00:55+00:00,198.51.100.7,192.168.1.1,TCP,282,56,SYN,scan
2024-01-01 01:19:50+00:00,192.168.1.37,10.0.0.19,TCP,8080,1399,ACK,benign
2024-01-04 00:00:10.300000+00:00,37.226.7.127,192.168.1.100,UDP,443,62,SYN,ddos
2024-01-03 00:00:42.500000+00:00,198.51.100.7,192.168.1.1,TCP,182,44,SYN,scan
2024-01-01 01:35:00+00:00,192.168.1.35,10.0.0.7,HTTPS,53,1499,SYN-ACK,benign
2024-01-01 01:43:00+00:00,192.168.1.16,10.0.0.1,TCP,80,1483,PSH,benign
2024-01-06 00:06:00+00:00,192.168.1.88,203.0.113.99,TCP,443,8536,PSH,data_exfiltration
2024-01-03 00:02:17.500000+00:00,198.51.100.7,192.168.1.1,TCP,513,73,SYN,scan
2024-01-01 00:13:00+00:00,192.168.1.8,10.0.0.15,TCP,8080,1247,SYN-ACK,benign
2024-01-06 00:07:10+00:00,192.168.1.88,198.51.100.55,TCP,443,8676,PSH,data_exfiltration
2024-01-01 00:05:20+00:00,192.168.1.28,10.0.0.3,UDP,80,1294,ACK,benign
2024-01-04 00:00:21.700000+00:00,123.54.172.34,192.168.1.100,TCP,443,69,UDP_FLOOD,ddos
2024-01-03 00:00:21.500000+00:00,203.0.113.5,192.168.1.1,TCP,542,65,SYN,scan
2024-01-04 00:00:24.200000+00:00,93.94.71.225,192.168.1.100,UDP,443,66,SYN,ddos
2024-01-01 00:58:30+00:00,192.168.1.49,10.0.0.1,TCP,443,1183,ACK,benign
2024-01-01 00:27:10+00:00,192.168.1.13,10.0.0.15,HTTPS,80,1242,ACK,benign
2024-01-01 00:33:50+00:00,192.168.1.49,10.0.0.14,UDP,80,1237,ACK,benign
2024-01-03 00:00:31.500000+00:00,203.0.113.5,192.168.1.1,TCP,210,65,SYN,scan
2024-01-04 00:00:04.400000+00:00,46.122.31.216,192.168.1.100,UDP,443,75,UDP_FLOOD,ddos
2024-01-06 00:11:45+00:00,192.168.1.88,203.0.113.99,TCP,8443,7644,PSH,data_exfiltration
2024-01-01 01:22:30+00:00,192.168.1.21,10.0.0.6,TCP,443,1185,FIN,benign
